RGB,HSV,Proportion,Street Name,District,R,G,B,H,S,V
"153.27306376380818, 149.34870348489824, 140.81156995445303","21, 22, 153",0.065561287,CRAIG_St,CT,153,149,141,21,22,153
"168.4433017863674, 163.8355219630162, 154.90565399993082","19, 21, 168",0.062325855,CRAIG_St,CT,168,164,155,19,21,168
"88.25547825192913, 81.03417080262605, 74.0554533258902","15, 41, 88",0.060932475,CRAIG_St,CT,88,81,74,15,41,88
"81.4071741409538, 87.59310098668553, 95.25685774413478","107, 38, 95",0.060057478,CRAIG_St,CT,81,88,95,107,38,95
"114.21156724735175, 123.50117041941768, 132.08620497468223","105, 35, 132",0.056123122,CRAIG_St,CT,114,124,132,105,35,132
"96.87207381215043, 105.87252077165915, 114.49579778274901","105, 40, 114",0.055999782,CRAIG_St,CT,97,106,114,105,40,114
"153.6194839041696, 160.48795830048277, 167.6163628758333","105, 21, 167",0.055542174,CRAIG_St,CT,154,160,168,105,21,167
"133.71867851966454, 141.2933699759551, 148.906502668599","104, 26, 148",0.053390433,CRAIG_St,CT,134,141,149,104,26,148
"200.4589027636193, 205.1785554780763, 210.6496596817336","105, 12, 210",0.050080372,CRAIG_St,CT,200,205,211,105,12,210
"171.21278609609783, 178.73560617670316, 186.92344027479817","106, 21, 186",0.049586119,CRAIG_St,CT,171,179,187,106,21,186
"56.80952683551452, 68.66423496813604, 87.94704065679525","108, 91, 87",0.035152251,CRAIG_St,CT,57,69,88,108,91,87
"96.51594609019743, 63.27358553508209, 41.467373899105965","12, 146, 96",0.013401569,CRAIG_St,CT,97,63,41,12,146,96
"225.3759551706455, 229.24859908301187, 233.0346833078529","105, 9, 233",0.010543307,CRAIG_St,CT,225,229,233,105,9,233
"184.70039228505718, 149.6194290073022, 95.5365587882836","18, 123, 184",0.008194491,CRAIG_St,CT,185,150,96,18,123,184
"148.2564603824287, 105.88356038854121, 59.39067750015397","16, 153, 148",0.007318153,CRAIG_St,CT,148,106,59,16,153,148
"213.59549982246278, 215.75118803999058, 213.85779878571333","60, 2, 215",0.076534851,DUXTON_A_Rd,CT,214,216,214,60,2,215
"152.80558480580999, 157.72819603178823, 154.90559103489062","72, 8, 157",0.072727049,DUXTON_A_Rd,CT,153,158,155,72,8,157
"128.71183101150814, 126.79796557751818, 119.11174239445282","23, 18, 128",0.068417897,DUXTON_A_Rd,CT,129,127,119,23,18,128
"191.42290375874745, 196.69065771047175, 197.1839959305474","95, 8, 197",0.067929922,DUXTON_A_Rd,CT,191,197,197,95,8,197
"90.71746832849834, 95.41902633431769, 97.33814405219313","99, 18, 97",0.067287918,DUXTON_A_Rd,CT,91,95,97,99,18,97
"135.48390437386325, 141.29255774723498, 139.32898254798474","80, 11, 141",0.066118676,DUXTON_A_Rd,CT,135,141,139,80,11,141
"191.73160961389453, 186.70537325373434, 175.86433009845945","21, 21, 191",0.065772434,DUXTON_A_Rd,CT,192,187,176,21,21,191
"209.18793086352494, 205.51808387576412, 194.9209854918875","22, 18, 209",0.0656348,DUXTON_A_Rd,CT,209,206,195,22,18,209
"174.77872195783976, 168.61215031835363, 156.932790216596","20, 26, 174",0.059095676,DUXTON_A_Rd,CT,175,169,157,20,26,174
"228.57189817672827, 229.38545271928757, 226.4687577255539","40, 3, 229",0.055756218,DUXTON_A_Rd,CT,229,229,226,40,3,229
"114.10369965806063, 107.61608107278386, 97.76546716019165","18, 38, 114",0.052666356,DUXTON_A_Rd,CT,114,108,98,18,38,114
"168.86557193234648, 177.43686661189193, 178.2319484387569","93, 14, 178",0.050402299,DUXTON_A_Rd,CT,169,177,178,93,14,178
"90.91417667103248, 83.25391170370368, 74.05732205300396","17, 45, 90",0.049267358,DUXTON_A_Rd,CT,91,83,74,17,45,90
"103.78715285321569, 116.54066963954664, 119.63956112679222","96, 34, 119",0.048511665,DUXTON_A_Rd,CT,104,117,120,96,34,119
"64.69956539786195, 77.1805342559486, 87.62490795844553","103, 67, 87",0.038919785,DUXTON_A_Rd,CT,65,77,88,103,67,87
"159.58180570355546, 145.75243066214946, 129.4162618071246","16, 48, 159",0.035845456,DUXTON_A_Rd,CT,160,146,129,16,48,159
"245.25506882670788, 247.29708823845397, 245.88781783958115","60, 2, 247",0.029380757,DUXTON_A_Rd,CT,245,247,246,60,2,247
"98.29010465890136, 48.53719066116764, 43.26309986346013","3, 143, 98",0.012330107,DUXTON_A_Rd,CT,98,49,43,3,143,98
"103.83106411643108, 161.13623466492493, 169.52470962869674","94, 100, 169",0.010582285,DUXTON_A_Rd,CT,104,161,170,94,100,169
"156.9559371251813, 75.35856322203031, 74.22520674198168","0, 134, 156",0.006818491,DUXTON_A_Rd,CT,157,75,74,0,134,156
"179.8812121704665, 181.2248915972538, 175.69826807814002","40, 8, 181",0.087175504,DUXTON_B_Rd,CT,180,181,176,40,8,181
"110.65462578111902, 113.85132549775253, 112.59305297537611","80, 7, 113",0.079309912,DUXTON_B_Rd,CT,111,114,113,80,7,113
"125.4196841314765, 128.4839569739362, 127.15739246256925","80, 6, 128",0.075313726,DUXTON_B_Rd,CT,125,128,127,80,6,128
"192.10939857612124, 193.7885478924825, 189.05941511519669","38, 5, 193",0.074441965,DUXTON_B_Rd,CT,192,194,189,38,5,193
"153.64078862086075, 155.57345416404465, 150.0523303911123","42, 8, 155",0.071562828,DUXTON_B_Rd,CT,154,156,150,42,8,155
"92.23770329885721, 98.65210205908761, 100.90712687378561","98, 20, 100",0.067469235,DUXTON_B_Rd,CT,92,99,101,98,20,100
"170.13249201900175, 167.73775653786834, 156.13258999402214","24, 21, 170",0.06201567,DUXTON_B_Rd,CT,170,168,156,24,21,170
"89.55851492879253, 86.46591319543978, 78.25720262467154","22, 32, 89",0.055930906,DUXTON_B_Rd,CT,90,86,78,22,32,89
"134.24516092971086, 141.47540105015943, 145.21217601161894","101, 19, 145",0.051412575,DUXTON_B_Rd,CT,134,141,145,101,19,145
"206.55928209371672, 207.97295887011785, 204.20660739520088","40, 4, 207",0.050828307,DUXTON_B_Rd,CT,207,208,204,40,4,207
"150.0097529258817, 145.1769608602818, 127.21612416365753","23, 39, 150",0.050529842,DUXTON_B_Rd,CT,150,145,127,23,39,150
"68.21710288758412, 80.49290624506749, 87.18208012703872","101, 56, 87",0.047641251,DUXTON_B_Rd,CT,68,80,87,101,56,87
"220.58290102909285, 223.89006463931412, 224.69599702709354","98, 5, 224",0.045068849,DUXTON_B_Rd,CT,221,224,225,98,5,224
"115.3760318814922, 103.83380911727302, 83.350270424316","19, 71, 115",0.041564252,DUXTON_B_Rd,CT,115,104,83,19,71,115
"157.02293750374113, 167.82133004212565, 174.95476131501545","102, 25, 174",0.039293354,DUXTON_B_Rd,CT,157,168,175,102,25,174
"136.0715896308073, 126.20064971421843, 102.65086435196352","21, 64, 136",0.033448308,DUXTON_B_Rd,CT,136,126,103,21,64,136
"239.53690305543245, 242.59241895618626, 242.96725692527656","90, 3, 242",0.029563033,DUXTON_B_Rd,CT,240,243,243,90,3,242
"95.89473864516133, 68.25145387438477, 53.54022456904575","11, 113, 95",0.019585229,DUXTON_B_Rd,CT,96,68,54,11,113,95
"73.28106059312228, 121.03254170150977, 156.6180191562332","103, 136, 156",0.009889008,DUXTON_B_Rd,CT,73,121,157,103,136,156
"24.865198983859372, 63.60539796780189, 102.14820067737853","105, 195, 102",0.007956246,DUXTON_B_Rd,CT,25,64,102,105,195,102
"117.42025787768866, 108.95935816235907, 100.94884802157067","14, 37, 117",0.078716547,DUXTON_HILL_A,CT,117,109,101,14,37,117
"137.4066334958187, 136.1771870978264, 134.34094709214844","20, 6, 137",0.076512689,DUXTON_HILL_A,CT,137,136,134,20,6,137
"127.85634371275049, 123.14669901085698, 116.72957401870798","19, 22, 127",0.074244422,DUXTON_HILL_A,CT,128,123,117,19,22,127
"92.70991146905644, 99.24937318332667, 108.78263329562198","107, 38, 108",0.070034587,DUXTON_HILL_A,CT,93,99,109,107,38,108
"103.79562247471597, 112.24345380271801, 123.7779315579219","107, 41, 123",0.06945879,DUXTON_HILL_A,CT,104,112,124,107,41,123
"104.54170276171426, 95.23431165318891, 86.24377144041543","15, 44, 104",0.067216131,DUXTON_HILL_A,CT,105,95,86,15,44,104
"150.63666843552176, 151.7598533455529, 153.30808287907166","110, 5, 153",0.064181946,DUXTON_HILL_A,CT,151,152,153,110,5,153
"145.75520643484836, 159.9183616436863, 175.69969138049572","106, 44, 175",0.063729534,DUXTON_HILL_A,CT,146,160,176,106,44,175
"114.98661078416237, 125.54796652068545, 140.33097840408965","107, 47, 140",0.061682429,DUXTON_HILL_A,CT,115,126,140,107,47,140
"131.01871416025452, 142.58184377745224, 156.53361832929903","107, 41, 156",0.060072215,DUXTON_HILL_A,CT,131,143,157,107,41,156
"81.84283298643919, 86.25015608737787, 91.90360301766964","105, 28, 91",0.059821565,DUXTON_HILL_A,CT,82,86,92,105,28,91
"161.6162017985023, 175.1561652186888, 192.080963267759","106, 41, 192",0.051103132,DUXTON_HILL_A,CT,162,175,192,106,41,192
"89.03901864187692, 80.55336421215715, 70.36840210147463","16, 54, 89",0.047420205,DUXTON_HILL_A,CT,89,81,70,16,54,89
"167.37419784364255, 169.32287833113043, 171.18502764780612","105, 6, 171",0.041889607,DUXTON_HILL_A,CT,167,169,171,105,6,171
"183.64194367098972, 191.59078924671658, 201.59453465735618","107, 23, 201",0.031638561,DUXTON_HILL_A,CT,184,192,202,107,23,201
"58.68803223148127, 74.03723712725571, 89.02118243141359","105, 89, 89",0.025449909,DUXTON_HILL_A,CT,59,74,89,105,89,89
"246.02603587315645, 248.81156145715775, 247.12329671855","75, 2, 248",0.022340451,DUXTON_HILL_A,CT,246,249,247,75,2,248
"212.29213902494018, 216.38954980170504, 219.31999066945332","103, 8, 219",0.01667638,DUXTON_HILL_A,CT,212,216,219,103,8,219
"97.3173341485834, 7.080862121672368, 17.659584225013276","177, 237, 97",0.010153269,DUXTON_HILL_A,CT,97,7,18,177,237,97
"108.0518848804202, 36.14035265505329, 51.3769760843182","174, 170, 108",0.007657632,DUXTON_HILL_A,CT,108,36,51,174,170,108
"149.32420318725028, 136.44995019920293, 117.88471115537702","18, 55, 149",0.068929134,DUXTON_HILL_B,CT,149,136,118,18,55,149
"179.83288554540545, 165.89682966147262, 147.51182160128963","17, 46, 179",0.064847007,DUXTON_HILL_B,CT,180,166,148,17,46,179
"165.25665143778554, 151.35474334856252, 132.21768341843506","17, 51, 165",0.064483767,DUXTON_HILL_B,CT,165,151,132,17,51,165
"133.37111973392558, 119.92627494456859, 101.64467849223945","17, 61, 133",0.062477297,DUXTON_HILL_B,CT,133,120,102,17,61,133
"193.94124325858672, 180.28839057621238, 161.54924780017055","18, 42, 193",0.060937851,DUXTON_HILL_B,CT,194,180,162,18,42,193
"210.64157814871172, 196.7751138088018, 175.76145675265477","18, 43, 210",0.057045993,DUXTON_HILL_B,CT,211,197,176,18,43,210
"111.92283661356015, 107.3114651671366, 106.71352702280407","6, 11, 111",0.055264387,DUXTON_HILL_B,CT,112,107,107,6,11,111
"126.80559392265278, 124.93922651933704, 125.22306629834164","165, 4, 126",0.050006054,DUXTON_HILL_B,CT,127,125,125,165,4,126
"224.72356866877655, 223.81173164735003, 222.87003863716438","15, 2, 224",0.04936606,DUXTON_HILL_B,CT,225,224,223,15,2,224
"171.31757966344395, 171.83780880773386, 176.62370211242288","120, 7, 176",0.048432014,DUXTON_HILL_B,CT,171,172,177,120,7,176
"113.89853519114148, 101.28903179707174, 82.38442300821809","18, 70, 113",0.048293636,DUXTON_HILL_B,CT,114,101,82,18,70,113
"157.8309392265194, 157.11639042357274, 160.21915285451223","120, 5, 160",0.046909865,DUXTON_HILL_B,CT,158,157,160,120,5,160
"91.87290346627019, 85.87439433470051, 83.20611256056509","8, 22, 91",0.046304464,DUXTON_HILL_B,CT,92,86,83,8,22,91
"140.3714177978877, 140.23491704374, 143.35520361990913","120, 5, 143",0.046096899,DUXTON_HILL_B,CT,140,140,143,120,5,143
"206.65225933202464, 206.10805500982414, 205.96738703339787","30, 1, 206",0.043865567,DUXTON_HILL_B,CT,207,206,206,30,1,206
"251.1532520325217, 249.8252032520335, 242.86382113821037","23, 9, 251",0.042481795,DUXTON_HILL_B,CT,251,250,243,23,9,251
"227.09124087591346, 214.38777372262797, 193.59397810218906","19, 38, 227",0.037846159,DUXTON_HILL_B,CT,227,214,194,19,38,227
"188.4489607390297, 189.47990762124587, 191.7265588914537","110, 4, 191",0.037673188,DUXTON_HILL_B,CT,188,189,192,110,4,191
"87.91962174940939, 74.79054373522472, 60.67801418439568","16, 79, 87",0.036583467,DUXTON_HILL_B,CT,88,75,61,16,79,87
"246.40000000000086, 237.5292225201075, 218.24557640750572","20, 29, 246",0.032155398,DUXTON_HILL_B,CT,246,238,218,20,29,246
"150.31984948258503, 154.4512487482262, 150.2965359755156","60, 7, 154",0.092444171,ERSKINE_Rd,CT,150,154,150,60,7,154
"102.79731741043622, 106.09718442585512, 102.40903766725965","60, 10, 106",0.079613003,ERSKINE_Rd,CT,103,106,102,60,10,106
"90.17214876925192, 93.00089576842967, 90.07990254042821","60, 8, 93",0.078311229,ERSKINE_Rd,CT,90,93,90,60,8,93
"128.78152603150528, 131.17849394035312, 124.17940175207573","43, 14, 131",0.077255642,ERSKINE_Rd,CT,129,131,124,43,14,131
"139.56612671348918, 143.21509610190336, 138.48642486287602","54, 9, 143",0.076564776,ERSKINE_Rd,CT,140,143,138,54,9,143
"114.42059741589416, 118.62290899601753, 115.31430531800471","68, 9, 118",0.072590018,ERSKINE_Rd,CT,114,119,115,68,9,118
"177.21682056458184, 179.39452328211303, 175.08818239646277","45, 6, 179",0.063958753,ERSKINE_Rd,CT,177,179,175,45,6,179
"76.17434221726825, 81.0470177111032, 83.6092900825225","99, 22, 83",0.061813211,ERSKINE_Rd,CT,76,81,84,99,22,83
"163.5802758684642, 165.74993033624784, 160.82745448638036","42, 8, 165",0.060408333,ERSKINE_Rd,CT,164,166,161,42,8,165
"190.8436152350429, 193.3296932945559, 188.80429556794343","48, 7, 193",0.058086042,ERSKINE_Rd,CT,191,193,189,48,7,193
"89.27196127209521, 78.42214174230796, 66.53839869281055","16, 66, 89",0.057534752,ERSKINE_Rd,CT,89,78,67,16,66,89
"205.5804662545778, 208.40998299620708, 203.27336437461406","48, 6, 208",0.044130551,ERSKINE_Rd,CT,206,208,203,48,6,208
"108.33244200814296, 96.17320676515567, 81.000518082796","17, 64, 108",0.041906453,ERSKINE_Rd,CT,108,96,81,17,64,108
"228.1677533637703, 229.29248483025202, 219.1872573776177","33, 11, 229",0.037219787,ERSKINE_Rd,CT,228,229,219,33,11,229
"125.54714211207197, 115.77372558867941, 98.23036952618496","19, 55, 125",0.036296061,ERSKINE_Rd,CT,126,116,98,19,55,125
"95.50060782883317, 44.50258761419157, 44.51092355253145","0, 137, 95",0.020173986,ERSKINE_Rd,CT,96,45,45,0,137,95
"244.7467418104917, 245.6281701303289, 235.65643712578014","33, 10, 245",0.015929895,ERSKINE_Rd,CT,245,246,236,33,10,245
"166.44689587546182, 136.1385671385675, 114.21499050070398","13, 80, 166",0.011561659,ERSKINE_Rd,CT,166,136,114,13,80,166
"144.35918480265534, 61.1028218369658, 58.36038362227872","1, 152, 144",0.007605136,ERSKINE_Rd,CT,144,61,58,1,152,144
"210.9642819177206, 171.64058679706213, 149.00414584883535","11, 74, 210",0.006596542,ERSKINE_Rd,CT,211,172,149,11,74,210
"183.7753314793092, 186.635674757049, 186.29827518401206","90, 4, 186",0.108520225,GEMMILL_LANE,CT,184,187,186,90,4,186
"170.91391872546853, 172.64761303015968, 172.2883318803657","90, 3, 172",0.095644944,GEMMILL_LANE,CT,171,173,172,90,3,172
"97.12561330761184, 98.45116738240276, 96.54526876940291","45, 5, 98",0.077340254,GEMMILL_LANE,CT,97,98,97,45,5,98
"157.59952057855656, 158.98544468369886, 158.42168772599996","90, 2, 158",0.075088626,GEMMILL_LANE,CT,158,159,158,90,2,158
"228.59851730503067, 231.65444388442558, 232.77872983869918","98, 4, 232",0.072390337,GEMMILL_LANE,CT,229,232,233,98,4,232
"199.61822809487887, 200.6690349832467, 198.9412217047617","45, 3, 200",0.070522761,GEMMILL_LANE,CT,200,201,199,45,3,200
"142.40695939047492, 144.74549188145306, 144.17410819485073","90, 4, 144",0.068464304,GEMMILL_LANE,CT,142,145,144,90,4,144
"80.52299217351721, 84.21535498750814, 86.27122591332392","100, 18, 86",0.068188673,GEMMILL_LANE,CT,81,84,86,100,18,86
"110.83864442868598, 113.36117814056524, 111.6766737639148","70, 7, 113",0.064548961,GEMMILL_LANE,CT,111,113,112,70,7,113
"245.4121394397746, 246.64148932119897, 246.60452278520899","90, 1, 246",0.060164814,GEMMILL_LANE,CT,245,247,247,90,1,246
"126.43152710644475, 129.11636027255594, 128.16753742522664","80, 6, 129",0.058609519,GEMMILL_LANE,CT,126,129,128,80,6,129
"213.14467897976704, 216.3789312467987, 216.06569011008088","90, 4, 216",0.050355076,GEMMILL_LANE,CT,213,216,216,90,4,216
"94.35839393403194, 82.04247960273182, 67.96918233417442","17, 73, 94",0.034437921,GEMMILL_LANE,CT,94,82,68,17,73,94
"137.32835497836305, 65.19624819627356, 53.843795093803365","4, 156, 137",0.021175535,GEMMILL_LANE,CT,137,65,54,4,156,137
"161.9501698267334, 100.63369018443828, 81.12932628229304","7, 127, 161",0.017751136,GEMMILL_LANE,CT,162,101,81,7,127,161
"100.81701427004327, 42.62618002196979, 31.37135016465814","5, 176, 100",0.013911381,GEMMILL_LANE,CT,101,43,31,5,176,100
"130.0124895384065, 163.42747698448437, 190.2048541814233","104, 81, 190",0.011871249,GEMMILL_LANE,CT,130,163,190,104,81,190
"59.82029641829057, 91.39302868120708, 129.78001921229648","106, 138, 129",0.011126814,GEMMILL_LANE,CT,60,91,130,106,138,129
"90.42139013784433, 129.93594751971256, 159.8581115943102","103, 111, 159",0.010347258,GEMMILL_LANE,CT,90,130,160,103,111,159
"40.165417131930525, 67.00207369595798, 98.21287286649053","106, 151, 98",0.009540214,GEMMILL_LANE,CT,40,67,98,106,151,98
"190.12301163999345, 183.28776707557282, 174.67345402065087","17, 21, 190",0.088890907,JIAK_CHUAN_Rd,CT,190,183,175,17,21,190
"174.42720655502697, 169.4601885366634, 160.95004971958195","19, 21, 174",0.087592256,JIAK_CHUAN_Rd,CT,174,169,161,19,21,174
"158.2263176144214, 152.68147538141142, 143.7709864771267","18, 24, 158",0.080478664,JIAK_CHUAN_Rd,CT,158,153,144,18,24,158
"204.01523937492837, 198.17925712464663, 191.05716533482837","16, 16, 204",0.079413337,JIAK_CHUAN_Rd,CT,204,198,191,16,16,204
"148.98466496854445, 137.97114934762456, 121.70593127826113","18, 47, 148",0.067258127,JIAK_CHUAN_Rd,CT,149,138,122,18,47,148
"130.66621231299834, 119.85612133405785, 106.77064875214923","16, 47, 130",0.06457979,JIAK_CHUAN_Rd,CT,131,120,107,16,47,130
"82.43619337711903, 81.73466664984986, 87.34382197834957","125, 18, 87",0.05561148,JIAK_CHUAN_Rd,CT,82,82,87,125,18,87
"125.20598766790098, 131.22389120854322, 139.7406248788193","107, 26, 139",0.054101161,JIAK_CHUAN_Rd,CT,125,131,140,107,26,139
"249.06289670329733, 249.99019774635286, 246.598578738622","30, 3, 249",0.053406777,JIAK_CHUAN_Rd,CT,249,250,247,30,3,249
"160.17884517117582, 174.64335783448502, 196.902100284316","108, 47, 196",0.053383724,JIAK_CHUAN_Rd,CT,160,175,197,108,47,196
"233.22245074697827, 234.12012881572804, 228.81659991344839","35, 7, 234",0.051677803,JIAK_CHUAN_Rd,CT,233,234,229,35,7,234
"100.32892266983146, 104.60300950855836, 114.90359110071654","111, 31, 114",0.045543614,JIAK_CHUAN_Rd,CT,100,105,115,111,31,114
"219.55510093617244, 216.15156339551345, 207.34171814302067","23, 14, 219",0.043889388,JIAK_CHUAN_Rd,CT,220,216,207,23,14,219
"118.80103099800442, 93.90841811560759, 83.83798359929622","9, 76, 118",0.040870145,JIAK_CHUAN_Rd,CT,119,94,84,9,76,118
"137.6098559044218, 153.15635242325249, 173.10701471985212","107, 53, 173",0.035963353,JIAK_CHUAN_Rd,CT,138,153,173,107,53,173
"188.4384934756839, 204.1185844207151, 224.1081059707447","107, 41, 224",0.035303199,JIAK_CHUAN_Rd,CT,188,204,224,107,41,224
"98.15840988280155, 58.89680076021045, 54.880392777942475","3, 114, 98",0.021960412,JIAK_CHUAN_Rd,CT,98,59,55,3,114,98
"35.9771644667844, 66.58637867714472, 91.17857532454873","103, 157, 91",0.019166809,JIAK_CHUAN_Rd,CT,36,67,91,103,157,91
"7.718272228024688, 87.18752164663894, 171.52491217653616","105, 245, 171",0.014122397,JIAK_CHUAN_Rd,CT,8,87,172,105,245,171
"42.94845148677254, 128.9875501594834, 139.90173886202106","93, 178, 139",0.006786659,JIAK_CHUAN_Rd,CT,43,129,140,93,178,139
"136.23166569716827, 135.84154265850108, 128.929155223114","26, 15, 136",0.0874133,KEONG_SAIK_A_Rd,CT,136,136,129,26,15,136
"168.81523756431585, 172.49103957514697, 166.52342834336787","50, 9, 172",0.081155059,KEONG_SAIK_A_Rd,CT,169,172,167,50,9,172
"206.98554423465768, 205.62522492765774, 199.45428580603686","26, 9, 206",0.0795844,KEONG_SAIK_A_Rd,CT,207,206,199,26,9,206
"117.28188584580425, 119.23940209865498, 114.24457640141851","42, 11, 119",0.078358175,KEONG_SAIK_A_Rd,CT,117,119,114,42,11,119
"100.30704717122941, 100.54521205750527, 96.4479060545237","30, 10, 100",0.076121598,KEONG_SAIK_A_Rd,CT,100,101,96,30,10,100
"143.68630697381775, 154.29174628799294, 150.6027281653291","79, 18, 154",0.069454884,KEONG_SAIK_A_Rd,CT,144,154,151,79,18,154
"185.73008054056822, 189.51413008828274, 185.46503119992863","60, 5, 189",0.069106276,KEONG_SAIK_A_Rd,CT,186,190,185,60,5,189
